323361,"00AA","small_airport","Aero B Ranch Airport",38.704022,-101.473911,3435,"NA","US","US-KS","Leoti","no","00AA",,"00AA",,,
6524,"00AK","small_airport","Lowell Field",59.947733,-151.692524,450,"NA","US","US-AK","Anchor Point","no","00AK",,"00AK",,,
6525,"00AL","small_airport","Epps Airpark",34.86479949951172,-86.77030181884766,820,"NA","US","US-AL","Harvest","no","00AL",,"00AL",,,
506791,"00AN","small_airport","Katmai Lodge Airport",59.093287,-156.456699,80,"NA","US","US-AK","King Salmon","no","00AN",,"00AN",,,
322127,"00AS","small_airport","Fulton Airport",34.9428028,-97.8180194,1100,"NA","US","US-OK","Alex","no","00AS",,"00AS",,,
6527,"00AZ","small_airport","Cordes Airport",34.305599212646484,-112.16500091552734,3810,"NA","US","US-AZ","Cordes","no","00AZ",,"00AZ",,,
6528,"00CA","small_airport","Goldstone (GTS) Airport",35.35474,-116.885329,3038,"NA","US","US-CA","Barstow","no","00CA",,"00CA",,"https://en.wikipedia.org/wiki/Goldstone_Gts_Airport",
324424,"00CL","small_airport","Williams Ag Airport",39.427188,-121.763427,87,"NA","US","US-CA","Biggs","no","00CL",,"00CL",,,
6531,"00FA","small_airport","Grass Patch Airport",28.64550018310547,-82.21900177001953,53,"NA","US","US-FL","Bushnell","no","00FA",,"00FA",,,
6533,"00FL","small_airport","River Oak Airport",27.230899810791016,-80.96920013427734,35,"NA","US","US-FL","Okeechobee","no","00FL",,"00FL",,,
6534,"00GA","small_airport","Lt World Airport",33.76750183105469,-84.06829833984375,700,"NA","US","US-GA","Lithonia","no","00GA",,"00GA",,,
6537,"00ID","small_airport","Delta Shores Airport",48.145301818847656,-116.21399688720703,2064,"NA","US","US-ID","Clark Fork","no","00ID",,"00ID",,,
322581,"00IG","small_airport","Goltl Airport",39.724028,-101.395994,3359,"NA","US","US-KS","McDonald","no","00IG",,"00IG",,,
6539,"00IL","small_airport","Hammer Airport",41.978401,-89.560402,840,"NA","US","US-IL","Polo","no","00IL",,"00IL",,,"Radio Ranch"
6541,"00IS","small_airport","Hayenga's Cant Find Farms Airport",40.02560043334961,-89.1229019165039,820,"NA","US","US-IL","Kings","no","00IS",,"00IS",,,
6542,"00KS","small_airport","Hayden Farm Airport",38.72779846191406,-94.93049621582031,1100,"NA","US","US-KS","Gardner","no","00KS",,"00KS",,,
6543,"00KY","small_airport","Robbins Roost Airport",37.409400939941406,-84.61969757080078,1265,"NA","US","US-KY","Stanford","no","00KY",,"00KY",,,
6545,"00LS","small_airport","Lejeune Airport",30.136299,-92.429398,12,"NA","US","US-LA","Crowley","no","00LS",,"00LS",,,
6546,"00MD","small_airport","Slater Field",38.75709915161133,-75.75379943847656,45,"NA","US","US-MD","Federalsburg","no","00MD",,"00MD",,,
6548,"00MN","small_airport","Battle Lake Municipal Airport",46.29999923706055,-95.70030212402344,1365,"NA","US","US-MN","Battle Lake","no","00MN",,"00MN",,,
6549,"00MO","small_airport","Cooper Flying Service Airport",37.202800750732,-94.412399291992,970,"NA","US","US-MO","Alba","no","00MO",,"00MO",,,"5K8"
6551,"00N","small_airport","Bucks Airport",39.472998,-75.184346,105,"NA","US","US-NJ","Bridgeton","no","K00N",,"00N",,"https://en.wikipedia.org/wiki/Bucks_Airport",
6552,"00NC","small_airport","North Raleigh Airport",36.085201263427734,-78.37139892578125,348,"NA","US","US-NC","Louisburg","no","00NC",,"00NC",,,
321919,"00NK","seaplane_base","Cliche Cove Seaplane Base",44.8118612,-73.3698057,96,"NA","US","US-NY","Beekmantown","no","00NK",,"00NK",,,
6554,"00NY","small_airport","Weiss Airfield",42.89576,-77.495263,1000,"NA","US","US-NY","West Bloomfield","no","00NY",,"00NY",,,
328503,"00OK","small_airport","Gull Bay Landing Airport",36.198598,-96.217693,960,"NA","US","US-OK","Sandsprings","no","00OK",,"00OK",,,
45773,"00PN","small_airport","Ferrell Field",41.2995,-80.211111,1301,"NA","US","US-PA","Mercer","no","00PN",,"00PN",,,
6560,"00S","small_airport","McKenzie Bridge State Airport",44.181466,-122.086,1620,"NA","US","US-OR","Blue River","no","K00S",,"00S",,"https://en.wikipedia.org/wiki/McKenzie_Bridge_State_Airport",
6561,"00SC","small_airport","Flying O Airport",34.0093994140625,-80.26719665527344,150,"NA","US","US-SC","Sumter","no","00SC",,"00SC",,,
330391,"00SD","small_airport","Homan Field",44.809158,-96.498897,1590,"NA","US","US-SD","Gary","no","00SD",,"00SD",,,
6565,"00TS","small_airport","Alpine Range Airport",32.607601165771484,-97.24199676513672,670,"NA","US","US-TX","Everman","no","00TS",,"00TS",,,
516563,"00TT","small_airport","Nowhere Airport",34.516606,-99.93694,1752,"NA","US","US-TX","Goodlett","no","00TT",,"00TT",,,
6568,"00VA","small_airport","Vaughan Airport",36.574964,-78.998437,551,"NA","US","US-VA","Alton","no","00VA",,"00VA",,,
6569,"00VI","small_airport","Groundhog Mountain Airport",36.663299560546875,-80.49949645996094,2680,"NA","US","US-VA","Hillsville","no","00VI",,"00VI",,,
6570,"00W","small_airport","Lower Granite State Airport",46.672884,-117.441933,719,"NA","US","US-WA","Colfax","no","K00W",,"00W","http://www.wsdot.wa.gov/aviation/AllStateAirports/Colfax_LowerGraniteState.htm",,"0WA0"
6571,"00WA","small_airport","Howell Airport",47.17839813232422,-122.77200317382812,150,"NA","US","US-WA","Longbranch","no","00WA",,"00WA",,,
6572,"00WI","small_airport","Northern Lite Airport",44.304298400878906,-89.05010223388672,860,"NA","US","US-WI","Waupaca","no","00WI",,"00WI",,,
6573,"00WN","small_airport","Hawks Run Airport",46.25,-117.2490005493164,2900,"NA","US","US-WA","Asotin","no","00WN",,"00WN",,,
6574,"00WV","small_airport","Lazy J. Aerodrome",38.82889938354492,-79.86609649658203,2060,"NA","US","US-WV","Beverly","no","00WV",,"00WV",,,
525140,"00XA","small_airport","Weeski Ranch Airport",30.224,-96.01417,271,"NA","US","US-TX",,"no","00XA",,"00XA",,,
6576,"01A","small_airport","Purkeypile Airport",62.940833,-152.269722,2041,"NA","US","US-AK","Purkeypile","no","K01A",,"01A",,,
6578,"01AL","small_airport","Ware Island Airport",32.94599914550781,-86.51390075683594,344,"NA","US","US-AL","Clanton","no","01AL",,"01AL",,,
356168,"01AN","small_airport","McHone Heights Airport",61.649095,-149.339025,610,"NA","US","US-AK","Wasilla","no","01AN",,"01AN",,,
6583,"01CL","small_airport","Swansboro Country Airport",38.7999,-120.734001,2594,"NA","US","US-CA","Placerville","no","01CL",,"01CL",,"https://en.wikipedia.org/wiki/Swansboro_Country_Airport",
6587,"01FA","small_airport","Rybolt Ranch Airport",28.589399337768555,-81.14420318603516,55,"NA","US","US-FL","Orlando","no","01FA",,"01FA",,,
6589,"01FL","small_airport","Cedar Knoll Flying Ranch Airport",28.78190040588379,-81.1592025756836,19,"NA","US","US-FL","Geneva","no","01FL",,"01FL",,,
6591,"01GE","small_airport","The Farm Airport",32.675106,-82.771055,375,"NA","US","US-GA","Wrightsville","no","01GE",,"01GE",,,
6530,"01ID","small_airport","Lava Hot Springs Airport",42.6082,-112.031998,5268,"NA","US","US-ID","Lava Hot Springs","no","01ID",,"01ID",,,"Formerly 00E, ID26"
6593,"01II","small_airport","Myers Field",39.8849983215332,-86.50669860839844,950,"NA","US","US-IN","Lizton","no","01II",,"01II",,,
6596,"01IS","small_airport","William E. Koenig Airport",39.01620101928711,-90.31819915771484,670,"NA","US","US-IL","Dow","no","01IS",,"01IS",,,
6597,"01J","small_airport","Hilliard Airpark",30.685568,-81.906346,59,"NA","US","US-FL","Hilliard","no","K01J",,"01J",,"https://en.wikipedia.org/wiki/Hilliard_Airpark",
6598,"01K","small_airport","Caldwell Municipal Airport",37.036132,-97.58533,1157,"NA","US","US-KS","Caldwell","no","K01K",,"01K",,"https://en.wikipedia.org/wiki/Caldwell_Municipal_Airport_(Kansas)",
6599,"01KS","small_airport","Flying N Ranch Airport",38.54059982299805,-97.00330352783203,1485,"NA","US","US-KS","Lost Springs","no","01KS",,"01KS",,,
